id,order_id,item_id,item_name,qty
105,1374,106,Philly Cheesesteak,2
106,1724,118,Cherry Pie,2
107,1510,111,BBQ Chicken,2
108,924,111,BBQ Chicken,1
109,911,124,Sprite,3
110,1033,120,Salt & Vinegar Chips,3
111,954,106,Philly Cheesesteak,3
112,1653,112,BBQ Tofu,1
113,1089,124,Sprite,2
114,1757,117,Reese's,1
115,797,125,Lemonade,1
116,1734,122,Cole Slaw,2
117,864,104,Chicken Burrito,2
118,1213,107,S'mores,2
119,878,117,Reese's,2
120,868,105,Chicken Fajita,2
121,1730,106,Philly Cheesesteak,3
122,1002,109,Octoberfest,3
123,1431,102,PB & J,1
124,1300,117,Reese's,2
125,1453,111,BBQ Chicken,2
126,773,117,Reese's,3
127,1459,102,PB & J,3
128,1575,116,Vermonter,3
129,1203,121,BBQ Chips,1
130,1113,107,S'mores,2
131,1077,123,Coke,2
132,1508,106,Philly Cheesesteak,3
133,833,118,Cherry Pie,3
134,1338,111,BBQ Chicken,3
135,1687,108,The Elvis,2
136,1281,121,BBQ Chips,1
137,1206,118,Cherry Pie,3
138,1173,115,Chicken Quesadilla,3
139,1024,117,Reese's,3
140,788,122,Cole Slaw,1
141,784,114,Morning Sausage,2
142,1591,113,Morning Bacon,3
143,1372,126,Iced Tea,1
144,1585,103,Beef Burrito,2
145,889,118,Cherry Pie,2
146,1314,123,Coke,2
147,1578,114,Morning Sausage,1
148,1121,109,Octoberfest,3
149,1382,106,Philly Cheesesteak,1
150,1700,101,The GOAT,3
151,1602,122,Cole Slaw,1
152,1063,106,Philly Cheesesteak,1
153,1641,118,Cherry Pie,2
154,1080,125,Lemonade,1
155,1733,113,Morning Bacon,2
156,914,120,Salt & Vinegar Chips,1
157,1070,126,Iced Tea,2
158,1721,105,Chicken Fajita,3
159,1751,103,Beef Burrito,1
160,1242,112,BBQ Tofu,2
161,1562,125,Lemonade,1
162,1003,123,Coke,3
163,1619,111,BBQ Chicken,2
164,1201,112,BBQ Tofu,3
165,1622,126,Iced Tea,3
166,1479,117,Reese's,1
167,1510,120,Salt & Vinegar Chips,2
168,1176,125,Lemonade,1
169,1074,111,BBQ Chicken,3
170,905,126,Iced Tea,1
171,1245,112,BBQ Tofu,1
172,1714,107,S'mores,3
173,1547,103,Beef Burrito,1
174,1416,102,PB & J,3
175,1453,122,Cole Slaw,1
176,1115,120,Salt & Vinegar Chips,3
177,1208,114,Morning Sausage,1
178,1421,104,Chicken Burrito,1
179,1021,118,Cherry Pie,1
180,1285,126,Iced Tea,1
181,1379,108,The Elvis,2
182,916,115,Chicken Quesadilla,2
183,1645,115,Chicken Quesadilla,2
184,778,104,Chicken Burrito,1
185,1045,109,Octoberfest,1
186,1249,102,PB & J,2
187,1568,114,Morning Sausage,1
188,1100,110,BBQ Pork,1
189,1385,110,BBQ Pork,3
190,1595,120,Salt & Vinegar Chips,1
191,786,113,Morning Bacon,1
192,1711,123,Coke,1
193,816,115,Chicken Quesadilla,1
194,1614,122,Cole Slaw,2
195,1319,125,Lemonade,3
196,1305,123,Coke,3
197,1194,121,BBQ Chips,1
198,1081,126,Iced Tea,2
199,1369,112,BBQ Tofu,3
200,1267,106,Philly Cheesesteak,3
201,1165,126,Iced Tea,3
202,1465,112,BBQ Tofu,1
203,1388,108,The Elvis,3
204,1456,102,PB & J,2
205,814,104,Chicken Burrito,2
206,1739,108,The Elvis,1
207,1416,122,Cole Slaw,3
208,1649,110,BBQ Pork,3
209,1071,107,S'mores,3
210,888,115,Chicken Quesadilla,1
211,1243,123,Coke,2
212,1318,107,S'mores,2
213,1578,114,Morning Sausage,1
214,899,106,Philly Cheesesteak,2
215,1199,104,Chicken Burrito,2
216,1585,115,Chicken Quesadilla,2
217,930,121,BBQ Chips,2
218,1235,113,Morning Bacon,3
219,1653,103,Beef Burrito,3
220,1511,102,PB & J,3
221,1498,116,Vermonter,2
222,1028,115,Chicken Quesadilla,3
223,1534,107,S'mores,2
224,1078,108,The Elvis,1
225,1293,117,Reese's,2
226,1502,124,Sprite,1
227,1428,113,Morning Bacon,3
228,1501,118,Cherry Pie,2
229,1514,122,Cole Slaw,3
230,1402,101,The GOAT,1
231,1094,126,Iced Tea,3
232,1758,116,Vermonter,1
233,779,110,BBQ Pork,3
234,1396,108,The Elvis,2
235,1431,104,Chicken Burrito,3
236,1444,123,Coke,3
237,1174,101,The GOAT,2
238,1731,120,Salt & Vinegar Chips,1
239,1253,101,The GOAT,1
240,1348,107,S'mores,1
241,1621,105,Chicken Fajita,2
242,1643,101,The GOAT,3
243,1391,107,S'mores,3
244,1377,125,Lemonade,3
245,1204,101,The GOAT,2
246,1262,115,Chicken Quesadilla,2
247,984,112,BBQ Tofu,1
248,1698,101,The GOAT,2
249,1411,122,Cole Slaw,1
250,1025,116,Vermonter,1
251,991,125,Lemonade,2
252,1247,105,Chicken Fajita,3
253,1510,105,Chicken Fajita,2
254,857,110,BBQ Pork,1
255,1267,117,Reese's,1
256,946,123,Coke,1
257,1459,102,PB & J,2
258,1612,115,Chicken Quesadilla,3
259,1743,125,Lemonade,1
260,1304,126,Iced Tea,1
261,1070,118,Cherry Pie,1
262,1540,106,Philly Cheesesteak,2
263,1555,117,Reese's,1
264,1251,109,Octoberfest,3
265,1353,113,Morning Bacon,2
266,1760,117,Reese's,3
267,1156,101,The GOAT,3
268,1330,108,The Elvis,3
269,1246,106,Philly Cheesesteak,1
270,1031,109,Octoberfest,3
271,1760,121,BBQ Chips,3
272,1650,114,Morning Sausage,3
273,1154,105,Chicken Fajita,1
274,1286,124,Sprite,2
275,1668,102,PB & J,2
276,1215,104,Chicken Burrito,3
277,1008,115,Chicken Quesadilla,3
278,1718,126,Iced Tea,3
279,1282,107,S'mores,1
280,1491,117,Reese's,2
281,765,120,Salt & Vinegar Chips,3
282,1393,114,Morning Sausage,3
283,897,123,Coke,1
284,1388,108,The Elvis,1
285,1559,112,BBQ Tofu,2
286,1650,109,Octoberfest,2
287,1567,108,The Elvis,1
288,972,103,Beef Burrito,3
289,945,101,The GOAT,1
290,818,117,Reese's,2
291,1635,110,BBQ Pork,2
292,1592,113,Morning Bacon,1
293,887,123,Coke,2
294,957,123,Coke,1
295,1707,120,Salt & Vinegar Chips,1
296,1276,120,Salt & Vinegar Chips,2
297,1504,109,Octoberfest,2
298,1681,122,Cole Slaw,2
299,1174,103,Beef Burrito,2
300,1507,119,French Fries,1
301,1699,118,Cherry Pie,3
302,1271,109,Octoberfest,3
303,1572,108,The Elvis,3
304,811,106,Philly Cheesesteak,2
305,1143,103,Beef Burrito,2
306,1593,103,Beef Burrito,3
307,1371,121,BBQ Chips,2
308,1715,123,Coke,1
309,1301,111,BBQ Chicken,1
310,1611,119,French Fries,3
311,975,116,Vermonter,1
312,1035,105,Chicken Fajita,3
313,1449,115,Chicken Quesadilla,2
314,1442,112,BBQ Tofu,3
315,1036,126,Iced Tea,1
316,1527,108,The Elvis,1
317,856,118,Cherry Pie,1
318,1245,119,French Fries,3
319,1373,120,Salt & Vinegar Chips,2
320,1389,117,Reese's,1
321,1575,110,BBQ Pork,1
322,1440,110,BBQ Pork,3
323,1079,107,S'mores,2
324,1139,109,Octoberfest,1
325,1569,111,BBQ Chicken,1
326,1009,126,Iced Tea,1
327,1610,103,Beef Burrito,3
328,825,102,PB & J,2
329,1051,107,S'mores,2
330,872,114,Morning Sausage,2
331,960,103,Beef Burrito,1
332,1650,105,Chicken Fajita,2
333,1287,125,Lemonade,1
334,1618,102,PB & J,1
335,1187,111,BBQ Chicken,1
336,1423,123,Coke,1
337,1274,101,The GOAT,1
338,1072,114,Morning Sausage,3
339,912,112,BBQ Tofu,3
340,1427,125,Lemonade,2
341,988,101,The GOAT,2
342,1448,109,Octoberfest,1
343,1561,101,The GOAT,3
344,1624,114,Morning Sausage,3
345,1151,109,Octoberfest,3
346,1127,122,Cole Slaw,2
347,1451,105,Chicken Fajita,2
348,1303,102,PB & J,3
349,1700,115,Chicken Quesadilla,2
350,1270,121,BBQ Chips,2
351,1004,115,Chicken Quesadilla,2
352,1542,102,PB & J,3
353,1407,118,Cherry Pie,3
354,798,125,Lemonade,3
355,1684,122,Cole Slaw,3
356,1143,119,French Fries,1
357,1329,123,Coke,3
358,1482,121,BBQ Chips,3
359,1466,126,Iced Tea,2
360,884,103,Beef Burrito,2
361,1047,109,Octoberfest,1
362,1159,109,Octoberfest,3
363,884,113,Morning Bacon,2
364,1243,101,The GOAT,1
365,876,114,Morning Sausage,1
366,1301,116,Vermonter,1
367,1001,111,BBQ Chicken,1
368,964,108,The Elvis,1
369,1478,113,Morning Bacon,1
370,1476,102,PB & J,3
371,856,126,Iced Tea,3
372,1083,121,BBQ Chips,2
373,1593,102,PB & J,3
374,1426,120,Salt & Vinegar Chips,3
375,1200,119,French Fries,2
376,1318,117,Reese's,1
377,804,112,BBQ Tofu,1
378,788,124,Sprite,2
379,1596,104,Chicken Burrito,2
380,926,104,Chicken Burrito,1
381,1535,107,S'mores,2
382,1681,112,BBQ Tofu,1
383,1192,115,Chicken Quesadilla,2
384,1415,120,Salt & Vinegar Chips,2
385,1754,121,BBQ Chips,2
386,1719,108,The Elvis,3
387,1732,108,The Elvis,2
388,1760,124,Sprite,2
389,1014,123,Coke,1
390,1126,120,Salt & Vinegar Chips,1
391,1646,119,French Fries,3
392,962,104,Chicken Burrito,2
393,815,115,Chicken Quesadilla,2
394,1028,115,Chicken Quesadilla,1
395,1240,123,Coke,1
396,1107,121,BBQ Chips,3
397,1479,106,Philly Cheesesteak,1
398,1138,117,Reese's,1
399,1340,123,Coke,2
400,1310,115,Chicken Quesadilla,1
401,964,122,Cole Slaw,1
402,1346,106,Philly Cheesesteak,1
403,954,113,Morning Bacon,1
404,1145,104,Chicken Burrito,2
405,1300,118,Cherry Pie,3
406,974,125,Lemonade,1
407,1736,102,PB & J,3
408,1460,108,The Elvis,3
409,1621,123,Coke,3
410,1676,116,Vermonter,3
411,1366,123,Coke,3
412,1711,119,French Fries,1
413,956,125,Lemonade,1
414,1295,105,Chicken Fajita,3
415,1115,107,S'mores,1
416,1166,115,Chicken Quesadilla,2
417,1224,123,Coke,3
418,1088,101,The GOAT,3
419,1200,103,Beef Burrito,1
420,1639,123,Coke,2
421,1144,102,PB & J,3
422,1175,108,The Elvis,2
423,1726,118,Cherry Pie,2
424,1623,118,Cherry Pie,3
425,973,107,S'mores,3
426,1140,104,Chicken Burrito,2
427,1278,104,Chicken Burrito,3
428,938,124,Sprite,2
429,1288,109,Octoberfest,2
430,1070,109,Octoberfest,1
431,1493,106,Philly Cheesesteak,3
432,1281,114,Morning Sausage,3
433,1240,112,BBQ Tofu,3
434,1538,104,Chicken Burrito,2
435,1170,111,BBQ Chicken,1
436,1326,124,Sprite,3
437,970,101,The GOAT,3
438,1269,118,Cherry Pie,2
439,1732,118,Cherry Pie,3
440,1219,123,Coke,2
441,1138,113,Morning Bacon,1
442,1503,104,Chicken Burrito,2
443,1125,120,Salt & Vinegar Chips,2
444,1617,106,Philly Cheesesteak,2
445,1752,125,Lemonade,1
446,1313,117,Reese's,3
447,1426,102,PB & J,1
448,1654,116,Vermonter,1
449,1739,123,Coke,1
450,1363,104,Chicken Burrito,2
451,796,109,Octoberfest,3
452,1444,101,The GOAT,2
453,937,119,French Fries,2
454,890,114,Morning Sausage,3
455,1514,122,Cole Slaw,2
456,1022,104,Chicken Burrito,2
457,1471,104,Chicken Burrito,1
458,874,107,S'mores,1
459,1240,122,Cole Slaw,3
460,833,115,Chicken Quesadilla,1
461,1702,125,Lemonade,3
462,1696,123,Coke,2
463,1737,125,Lemonade,3
464,1163,121,BBQ Chips,2
465,1159,102,PB & J,3
466,1751,102,PB & J,2
467,1712,125,Lemonade,3
468,1128,120,Salt & Vinegar Chips,1
469,1186,106,Philly Cheesesteak,3
470,784,109,Octoberfest,3
471,1503,121,BBQ Chips,2
472,1112,103,Beef Burrito,2
473,1229,108,The Elvis,2
474,948,105,Chicken Fajita,1
475,1742,102,PB & J,2
476,768,105,Chicken Fajita,1
477,944,125,Lemonade,2
478,861,116,Vermonter,1
479,1289,115,Chicken Quesadilla,2
480,978,103,Beef Burrito,3
481,1582,116,Vermonter,3
482,1121,119,French Fries,1
483,987,123,Coke,3
484,1392,105,Chicken Fajita,3
485,1344,120,Salt & Vinegar Chips,2
486,1081,101,The GOAT,2
487,1087,123,Coke,1
488,1423,120,Salt & Vinegar Chips,3
489,1622,121,BBQ Chips,3
490,851,106,Philly Cheesesteak,3
491,1381,111,BBQ Chicken,1
492,825,110,BBQ Pork,3
493,1361,107,S'mores,1
494,801,114,Morning Sausage,1
495,1377,121,BBQ Chips,2
496,1243,111,BBQ Chicken,2
497,937,126,Iced Tea,1
498,1067,110,BBQ Pork,2
499,1071,108,The Elvis,1
500,1367,106,Philly Cheesesteak,3
501,1276,124,Sprite,1
502,806,119,French Fries,2
503,1140,117,Reese's,3
504,1540,123,Coke,1
505,1146,119,French Fries,2
506,1205,104,Chicken Burrito,2
507,1624,102,PB & J,3
508,983,102,PB & J,2
509,798,111,BBQ Chicken,3
510,1512,117,Reese's,2
511,1401,121,BBQ Chips,1
512,997,103,Beef Burrito,1
513,1418,107,S'mores,3
514,1575,120,Salt & Vinegar Chips,2
515,1036,119,French Fries,1
516,785,105,Chicken Fajita,3
517,1082,107,S'mores,3
518,1645,120,Salt & Vinegar Chips,1
519,812,112,BBQ Tofu,1
520,1745,110,BBQ Pork,3
521,1128,124,Sprite,2
522,1468,106,Philly Cheesesteak,3
523,1011,113,Morning Bacon,3
524,1408,107,S'mores,3
525,1174,121,BBQ Chips,2
526,883,105,Chicken Fajita,2
527,766,104,Chicken Burrito,3
528,1342,117,Reese's,3
529,1192,115,Chicken Quesadilla,1
530,1469,107,S'mores,3
531,1037,121,BBQ Chips,2
532,1709,106,Philly Cheesesteak,3
533,1349,109,Octoberfest,3
534,973,121,BBQ Chips,2
535,1549,112,BBQ Tofu,2
536,1321,103,Beef Burrito,1
537,1551,125,Lemonade,3
538,1508,110,BBQ Pork,3
539,1739,108,The Elvis,3
540,1317,125,Lemonade,1
541,873,121,BBQ Chips,3
542,830,101,The GOAT,2
543,1034,115,Chicken Quesadilla,2
544,872,110,BBQ Pork,2
545,1325,113,Morning Bacon,3
546,1119,104,Chicken Burrito,2
547,1029,109,Octoberfest,2
548,1532,118,Cherry Pie,2
549,1657,116,Vermonter,1
550,1099,116,Vermonter,1
551,1388,116,Vermonter,3
552,1090,101,The GOAT,2
553,1114,112,BBQ Tofu,1
554,1432,102,PB & J,1
555,1518,108,The Elvis,3
556,1081,105,Chicken Fajita,3
557,1354,122,Cole Slaw,1
558,1692,109,Octoberfest,3
559,1344,108,The Elvis,1
560,1341,122,Cole Slaw,3
561,975,104,Chicken Burrito,2
562,1388,113,Morning Bacon,2
563,1743,114,Morning Sausage,3
564,1200,124,Sprite,3
565,1324,121,BBQ Chips,2
566,805,113,Morning Bacon,2
567,1480,103,Beef Burrito,2
568,1217,108,The Elvis,3
569,1543,106,Philly Cheesesteak,1
570,1666,119,French Fries,3
571,1656,101,The GOAT,2
572,1588,111,BBQ Chicken,2
573,1043,124,Sprite,2
574,884,109,Octoberfest,2
575,1058,117,Reese's,3
576,1589,101,The GOAT,3
577,831,122,Cole Slaw,1
578,849,126,Iced Tea,1
579,907,120,Salt & Vinegar Chips,1
580,1697,101,The GOAT,1
581,1407,119,French Fries,3
582,1098,111,BBQ Chicken,3
583,876,125,Lemonade,1
584,1262,126,Iced Tea,2
585,1162,104,Chicken Burrito,1
586,1287,102,PB & J,3
587,1408,116,Vermonter,2
588,863,101,The GOAT,2
589,1447,111,BBQ Chicken,1
590,1760,117,Reese's,1
591,1671,118,Cherry Pie,2
592,1716,103,Beef Burrito,2
593,798,118,Cherry Pie,1
594,1222,106,Philly Cheesesteak,2
595,1699,106,Philly Cheesesteak,2
596,793,113,Morning Bacon,1
597,959,121,BBQ Chips,1
598,1234,110,BBQ Pork,1
599,1555,101,The GOAT,1
600,1468,116,Vermonter,2
601,1693,126,Iced Tea,1
602,1593,109,Octoberfest,2
603,1571,110,BBQ Pork,3
604,908,106,Philly Cheesesteak,2
605,1535,101,The GOAT,1
606,793,110,BBQ Pork,3
607,976,105,Chicken Fajita,2
608,1500,109,Octoberfest,1
609,939,123,Coke,3
610,1096,125,Lemonade,3
611,1493,102,PB & J,3
612,1014,101,The GOAT,3
613,1521,112,BBQ Tofu,1
614,981,117,Reese's,1
615,1718,126,Iced Tea,3
616,1316,109,Octoberfest,1
617,1337,115,Chicken Quesadilla,3
618,945,120,Salt & Vinegar Chips,3
619,1327,110,BBQ Pork,2
620,834,103,Beef Burrito,3
621,1364,125,Lemonade,2
622,928,126,Iced Tea,1
623,1455,104,Chicken Burrito,2
624,1073,104,Chicken Burrito,1
625,1662,121,BBQ Chips,1
626,871,123,Coke,1
627,810,121,BBQ Chips,3
628,887,125,Lemonade,2
629,885,109,Octoberfest,3
630,1137,118,Cherry Pie,1
631,1306,122,Cole Slaw,3
632,1321,108,The Elvis,2
633,1072,106,Philly Cheesesteak,3
634,835,113,Morning Bacon,1
635,1339,116,Vermonter,1
636,1207,103,Beef Burrito,2
637,954,111,BBQ Chicken,2
638,1253,124,Sprite,3
639,955,124,Sprite,1
640,843,117,Reese's,1
641,1164,117,Reese's,3
642,965,115,Chicken Quesadilla,2
643,1536,116,Vermonter,3
644,1422,116,Vermonter,3
645,1081,123,Coke,3
646,1296,102,PB & J,1
647,790,110,BBQ Pork,2
648,1079,124,Sprite,1
649,1224,113,Morning Bacon,2
650,1219,116,Vermonter,2
651,1096,122,Cole Slaw,2
652,1665,109,Octoberfest,3
653,1412,108,The Elvis,3
654,876,125,Lemonade,2
655,1579,108,The Elvis,1
656,1666,102,PB & J,1
657,1105,106,Philly Cheesesteak,3
658,1269,118,Cherry Pie,1
659,1411,114,Morning Sausage,2
660,852,125,Lemonade,3
661,1638,107,S'mores,2
662,867,122,Cole Slaw,3
663,1197,108,The Elvis,3
664,1564,122,Cole Slaw,1
665,1282,123,Coke,2
666,1103,111,BBQ Chicken,1
667,1506,113,Morning Bacon,1
668,780,118,Cherry Pie,1
669,1314,107,S'mores,1
670,1068,111,BBQ Chicken,2
671,858,109,Octoberfest,2
672,1277,126,Iced Tea,1
673,1561,122,Cole Slaw,2
674,855,108,The Elvis,1
675,1727,107,S'mores,1
676,1605,119,French Fries,2
677,1085,112,BBQ Tofu,3
678,1332,120,Salt & Vinegar Chips,3
679,1406,104,Chicken Burrito,2
680,1680,124,Sprite,1
681,956,106,Philly Cheesesteak,1
682,1357,125,Lemonade,3
683,1743,122,Cole Slaw,3
684,1154,118,Cherry Pie,1
685,1325,126,Iced Tea,2
686,1659,123,Coke,1
687,1141,120,Salt & Vinegar Chips,3
688,947,103,Beef Burrito,1
689,1209,122,Cole Slaw,3
690,919,118,Cherry Pie,1
691,1312,112,BBQ Tofu,1
692,1561,112,BBQ Tofu,1
693,1691,115,Chicken Quesadilla,1
694,779,110,BBQ Pork,1
695,1663,122,Cole Slaw,1
696,1056,113,Morning Bacon,1
697,1493,125,Lemonade,3
698,812,124,Sprite,2
699,1342,113,Morning Bacon,3
700,801,101,The GOAT,2
701,1078,111,BBQ Chicken,1
702,1679,125,Lemonade,3
703,1271,107,S'mores,2
704,1419,126,Iced Tea,3
705,1758,101,The GOAT,1
706,998,105,Chicken Fajita,1
707,1740,116,Vermonter,3
708,1516,102,PB & J,2
709,1483,111,BBQ Chicken,3
710,1647,119,French Fries,1
711,1377,105,Chicken Fajita,1
712,1090,123,Coke,3
713,1244,121,BBQ Chips,2
714,1569,117,Reese's,3
715,1538,102,PB & J,3
716,1740,103,Beef Burrito,2
717,1297,119,French Fries,1
718,1244,113,Morning Bacon,2
719,1477,112,BBQ Tofu,1
720,1078,111,BBQ Chicken,3
721,1648,109,Octoberfest,1
722,1414,111,BBQ Chicken,1
723,811,112,BBQ Tofu,2
724,931,115,Chicken Quesadilla,1
725,1481,114,Morning Sausage,2
726,769,119,French Fries,1
727,1141,120,Salt & Vinegar Chips,3
728,1256,105,Chicken Fajita,2
729,1469,122,Cole Slaw,1
730,1599,110,BBQ Pork,1
731,871,104,Chicken Burrito,3
732,869,119,French Fries,3
733,1178,106,Philly Cheesesteak,2
734,1700,122,Cole Slaw,1
735,1540,121,BBQ Chips,1
736,1370,115,Chicken Quesadilla,1
737,984,102,PB & J,3
738,987,119,French Fries,1
739,1259,111,BBQ Chicken,2
740,908,125,Lemonade,3
741,1210,126,Iced Tea,2
742,1608,118,Cherry Pie,3
743,1022,106,Philly Cheesesteak,3
744,1642,107,S'mores,3
745,1410,110,BBQ Pork,2
746,1559,124,Sprite,3
747,1016,111,BBQ Chicken,3
748,1059,108,The Elvis,2
749,1010,114,Morning Sausage,2
750,1024,116,Vermonter,1
751,1199,122,Cole Slaw,2
752,1478,123,Coke,3
753,1718,102,PB & J,1
754,981,119,French Fries,3
755,1732,117,Reese's,3
756,1433,111,BBQ Chicken,1
757,1442,103,Beef Burrito,3
758,803,125,Lemonade,3
759,1093,112,BBQ Tofu,3
760,1757,104,Chicken Burrito,1
761,1599,117,Reese's,2
762,872,109,Octoberfest,2
763,897,107,S'mores,1
764,1529,107,S'mores,3
765,1053,103,Beef Burrito,2
766,1447,113,Morning Bacon,2
767,802,122,Cole Slaw,2
768,1245,119,French Fries,2
769,1102,109,Octoberfest,1
770,1310,113,Morning Bacon,1
771,1010,122,Cole Slaw,1
772,863,123,Coke,2
773,1209,119,French Fries,1
774,912,124,Sprite,2
775,1209,111,BBQ Chicken,1
776,1573,111,BBQ Chicken,1
777,1421,109,Octoberfest,3
778,1058,103,Beef Burrito,1
779,1012,106,Philly Cheesesteak,2
780,1452,114,Morning Sausage,3
781,1665,126,Iced Tea,1
782,1365,106,Philly Cheesesteak,2
783,1221,108,The Elvis,1
784,1346,123,Coke,3
785,1360,118,Cherry Pie,1
786,999,114,Morning Sausage,2
787,1465,120,Salt & Vinegar Chips,1
788,1647,119,French Fries,3
789,1039,106,Philly Cheesesteak,3
790,1444,112,BBQ Tofu,1
791,1047,121,BBQ Chips,1
792,823,126,Iced Tea,3
793,932,114,Morning Sausage,1
794,1316,110,BBQ Pork,3
795,1044,106,Philly Cheesesteak,3
796,811,108,The Elvis,3
797,1679,119,French Fries,2
798,1466,105,Chicken Fajita,1
799,1007,106,Philly Cheesesteak,3
800,1708,112,BBQ Tofu,1
801,1640,126,Iced Tea,3
802,878,105,Chicken Fajita,1
803,795,116,Vermonter,3
804,1332,116,Vermonter,2
805,1470,118,Cherry Pie,3
806,1121,102,PB & J,3
807,1381,111,BBQ Chicken,1
808,1547,105,Chicken Fajita,3
809,916,121,BBQ Chips,3
810,1351,113,Morning Bacon,2
811,1693,114,Morning Sausage,2
812,1513,107,S'mores,3
813,1024,116,Vermonter,1
814,1131,123,Coke,2
815,795,107,S'mores,2
816,1193,102,PB & J,2
817,1198,106,Philly Cheesesteak,2
818,1542,114,Morning Sausage,3
819,982,105,Chicken Fajita,2
820,780,122,Cole Slaw,2
821,795,101,The GOAT,3
822,1389,124,Sprite,1
823,1622,108,The Elvis,1
824,902,103,Beef Burrito,2
825,1203,120,Salt & Vinegar Chips,3
826,1451,123,Coke,1
827,784,108,The Elvis,3
828,1750,125,Lemonade,3
829,1601,107,S'mores,3
830,1069,122,Cole Slaw,2
831,961,104,Chicken Burrito,3
832,1504,107,S'mores,2
833,830,106,Philly Cheesesteak,1
834,1556,104,Chicken Burrito,1
835,1518,113,Morning Bacon,1
836,1660,119,French Fries,2
837,1061,123,Coke,1
838,1197,120,Salt & Vinegar Chips,1
839,1594,118,Cherry Pie,2
840,1191,123,Coke,1
841,1234,117,Reese's,1
842,818,126,Iced Tea,3
843,1592,110,BBQ Pork,3
844,1611,105,Chicken Fajita,1
845,1420,104,Chicken Burrito,2
846,1214,121,BBQ Chips,2
847,1535,116,Vermonter,1
848,1375,104,Chicken Burrito,1
849,1568,110,BBQ Pork,3
850,905,106,Philly Cheesesteak,2
851,877,113,Morning Bacon,3
852,1193,108,The Elvis,2
853,1324,104,Chicken Burrito,3
854,998,102,PB & J,3
855,1568,114,Morning Sausage,3
856,1177,119,French Fries,2
857,871,106,Philly Cheesesteak,2
858,1146,120,Salt & Vinegar Chips,3
859,1462,125,Lemonade,3
860,936,126,Iced Tea,3
